ticker,outcome,venue,primary_exchange,con_id,candidates,detail,attempts,elapsed_s,unexpected_venue
QTR,resolved,NASDAQ,NASDAQ,510711388,,1 contract(s),1,0.102,no
QTUM,resolved,NASDAQ,NASDAQ,332274918,,1 contract(s),1,0.147,no
QUAL,resolved,BATS,BATS,131255429,,1 contract(s),1,0.146,no
QUIZ,resolved,ARCA,ARCA,807663394,,1 contract(s),1,0.107,no
QULL,resolved,ARCA,ARCA,469724279,,1 contract(s),1,0.106,no
QUS,resolved,ARCA,ARCA,190480960,,1 contract(s),1,0.141,no
QUSA,resolved,ARCA,ARCA,782097049,,1 contract(s),1,0.241,no
QUVU,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
QVAL,resolved,NASDAQ,NASDAQ,171496616,,1 contract(s),1,0.144,no
QVML,resolved,ARCA,ARCA,499901333,,1 contract(s),1,0.163,no
QVMM,resolved,ARCA,ARCA,499901338,,1 contract(s),1,0.151,no
QVMS,resolved,ARCA,ARCA,499901343,,1 contract(s),1,0.104,no
QVMT,resolved,ARCA,ARCA,319357102,,1 contract(s),1,0.127,no
QVOY,resolved,BATS,BATS,601496546,,1 contract(s),1,0.146,no
QWLD,resolved,ARCA,ARCA,154111525,,1 contract(s),1,0.089,no
QXQ,resolved,NASDAQ,NASDAQ,709872772,,1 contract(s),1,0.148,no
QYLD,resolved,NASDAQ,NASDAQ,346727816,,1 contract(s),1,0.143,no
QYLE,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
QYLG,resolved,NASDAQ,NASDAQ,446336329,,1 contract(s),1,0.126,no
RAA,resolved,NASDAQ,NASDAQ,764476546,,1 contract(s),1,0.084,no
RAAA,resolved,ARCA,ARCA,797518322,,1 contract(s),1,0.102,no
RAAX,resolved,ARCA,ARCA,313675815,,1 contract(s),1,0.132,no
RAFE,resolved,ARCA,ARCA,396177799,,1 contract(s),1,0.141,no
RATE,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
RAUS,resolved,NASDAQ,NASDAQ,813722955,,1 contract(s),1,0.108,no
RAVI,resolved,ARCA,ARCA,115353748,,1 contract(s),1,0.122,no
RAYC,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
RAYD,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
RAYE,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
RAYJ,resolved,ARCA,ARCA,694721866,,1 contract(s),1,0.208,no
RAYS,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
RBIL,resolved,NASDAQ,NASDAQ,764164660,,1 contract(s),1,0.168,no
RBLD,resolved,ARCA,ARCA,54913974,,1 contract(s),1,0.105,no
RBLY,resolved,ARCA,ARCA,802486082,,1 contract(s),1,0.132,no
RBND,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.009,no
RCGE,resolved,NASDAQ,NASDAQ,764737923,,1 contract(s),1,0.106,no
RDFI,resolved,BATS,BATS,451304646,,1 contract(s),1,0.140,no
RDIV,resolved,ARCA,ARCA,368312558,,1 contract(s),1,0.142,no
RDOG,resolved,ARCA,ARCA,51072000,,1 contract(s),1,0.142,no
RDTE,resolved,BATS,BATS,727965405,,1 contract(s),1,0.139,no
RDTY,resolved,NASDAQ,NASDAQ,762277023,,1 contract(s),1,0.133,no
RDVI,resolved,BATS,BATS,592115584,,1 contract(s),1,0.143,no
RDVY,resolved,NASDAQ,NASDAQ,141525386,,1 contract(s),1,0.104,no
RDYY,resolved,ARCA,ARCA,812853285,,1 contract(s),1,0.139,no
REAI,resolved,NASDAQ,NASDAQ,636384970,,1 contract(s),1,0.190,no
RECS,resolved,ARCA,ARCA,384947353,,1 contract(s),1,0.151,no
REET,resolved,ARCA,ARCA,160212412,,1 contract(s),1,0.106,no
REFA,resolved,ARCA,ARCA,837910835,,1 contract(s),1,0.149,no
REGL,resolved,BATS,BATS,183005006,,1 contract(s),1,0.106,no
REIT,resolved,NASDAQ,NASDAQ,473982570,,1 contract(s),1,0.143,no
REK,resolved,ARCA,ARCA,535288377,,1 contract(s),1,0.085,no
REKT,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
REM,resolved,BATS,BATS,253190564,,1 contract(s),1,0.106,no
REMG,resolved,NASDAQ,NASDAQ,788427563,,1 contract(s),1,0.151,no
REMX,resolved,ARCA,ARCA,415578518,,1 contract(s),1,0.147,no
RENW,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
RESD,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
RESE,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
RESP,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
RETL,resolved,ARCA,ARCA,416854756,,1 contract(s),1,0.135,no
REVS,resolved,ARCA,ARCA,384947356,,1 contract(s),1,0.278,no
REW,resolved,ARCA,ARCA,882360051,,1 contract(s),1,0.119,no
REZ,resolved,ARCA,ARCA,44053719,,1 contract(s),1,0.155,no
RFCI,resolved,ARCA,ARCA,236704008,,1 contract(s),1,0.172,no
RFDA,resolved,ARCA,ARCA,236088098,,1 contract(s),1,0.193,no
RFDI,resolved,NASDAQ,NASDAQ,229325937,,1 contract(s),1,0.156,no
RFEM,resolved,NASDAQ,NASDAQ,236798101,,1 contract(s),1,0.103,no
RFEU,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
RFFC,resolved,ARCA,ARCA,236088103,,1 contract(s),1,0.107,no
RFG,resolved,ARCA,ARCA,319359502,,1 contract(s),1,0.091,no
RFIX,resolved,ARCA,ARCA,747339261,,1 contract(s),1,0.110,no
RFLR,resolved,ARCA,ARCA,728773261,,1 contract(s),1,0.146,no
RFV,resolved,ARCA,ARCA,319359480,,1 contract(s),1,0.084,no
RGEF,resolved,ARCA,ARCA,738103940,,1 contract(s),1,0.103,no
RGI,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
RGYY,resolved,NASDAQ,NASDAQ,834263540,,1 contract(s),1,0.195,no
RHRX,resolved,ARCA,ARCA,525075095,,1 contract(s),1,0.105,no
RHS,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.009,no
RHTX,resolved,ARCA,ARCA,525074948,,1 contract(s),1,0.107,no
RIET,resolved,ARCA,ARCA,516382748,,1 contract(s),1,0.124,no
RIGS,resolved,ARCA,ARCA,136001458,,1 contract(s),1,0.148,no
RILA,resolved,ARCA,ARCA,751742287,,1 contract(s),1,0.108,no
RINC,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.010,no
RINF,resolved,ARCA,ARCA,100220750,,1 contract(s),1,0.112,no
RING,resolved,NASDAQ,NASDAQ,253190574,,1 contract(s),1,0.093,no
RIOX,resolved,ARCA,ARCA,862915674,,1 contract(s),1,0.136,no
RISN,resolved,ARCA,ARCA,434698389,,1 contract(s),1,0.103,no
RISR,resolved,ARCA,ARCA,518304428,,1 contract(s),1,0.106,no
RITA,resolved,ARCA,ARCA,531718009,,1 contract(s),1,0.142,no
RJMG,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
RLY,resolved,ARCA,ARCA,106661016,,1 contract(s),1,0.085,no
RMCA,resolved,ARCA,ARCA,722303917,,1 contract(s),1,0.112,no
RMIF,resolved,BATS,BATS,635680483,,1 contract(s),1,0.128,no
RMNY,resolved,ARCA,ARCA,722303923,,1 contract(s),1,0.174,no
RMOP,resolved,ARCA,ARCA,722303926,,1 contract(s),1,0.098,no
RND,resolved,ARCA,ARCA,700337436,,1 contract(s),1,0.109,no
RNDM,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
RNDV,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.009,no
RNEM,resolved,NASDAQ,NASDAQ,280262319,,1 contract(s),1,0.152,no
RNEW,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
RNLC,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
RNMC,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
RNRG,resolved,NASDAQ,NASDAQ,810759410,,1 contract(s),1,0.144,no
RNSC,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
RNTY,resolved,ARCA,ARCA,777441572,,1 contract(s),1,0.152,no
RNWZ,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
ROAM,resolved,ARCA,ARCA,185345348,,1 contract(s),1,0.151,no
ROBO,resolved,ARCA,ARCA,137056786,,1 contract(s),1,0.172,no
ROBT,resolved,NASDAQ,NASDAQ,308163335,,1 contract(s),1,0.134,no
RODE,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.004,no
RODM,resolved,ARCA,ARCA,185345355,,1 contract(s),1,0.099,no
ROE,resolved,NASDAQ,NASDAQ,645904203,,1 contract(s),1,0.132,no
ROKT,resolved,ARCA,ARCA,338719516,,1 contract(s),1,0.110,no
ROM,resolved,ARCA,ARCA,42808840,,1 contract(s),1,0.132,no
ROMO,resolved,BATS,BATS,390327800,,1 contract(s),1,0.109,no
ROOF,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
RORO,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.009,no
ROSC,resolved,ARCA,ARCA,188412097,,1 contract(s),1,0.143,no
ROUS,resolved,ARCA,ARCA,185345358,,1 contract(s),1,0.144,no
RPAR,resolved,ARCA,ARCA,395576607,,1 contract(s),1,0.086,no
RPG,resolved,ARCA,ARCA,319359450,,1 contract(s),1,0.106,no
RPHS,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
RPV,resolved,ARCA,ARCA,319359492,,1 contract(s),1,0.142,no
RRH,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
RSBT,resolved,BATS,BATS,612893500,,1 contract(s),1,0.176,no
RSBY,resolved,BATS,BATS,724304624,,1 contract(s),1,0.189,no
RSHO,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
RSJN,resolved,ARCA,ARCA,711270304,,1 contract(s),1,0.169,no
RSMC,resolved,ARCA,ARCA,734448837,,1 contract(s),1,0.146,no
RSMR,resolved,ARCA,ARCA,770385245,,1 contract(s),1,0.110,no
RSMV,resolved,ARCA,ARCA,753752744,,1 contract(s),1,0.103,no
RSP,resolved,ARCA,ARCA,319359375,,1 contract(s),1,0.147,no
RSPA,resolved,ARCA,ARCA,715889172,,1 contract(s),1,0.152,no
RSPC,resolved,ARCA,ARCA,340855122,,1 contract(s),1,0.116,no
RSPD,resolved,ARCA,ARCA,319359360,,1 contract(s),1,0.138,no
RSPE,resolved,ARCA,ARCA,526726698,,1 contract(s),1,0.157,no
RSPF,resolved,ARCA,ARCA,319359319,,1 contract(s),1,0.132,no
RSPG,resolved,ARCA,ARCA,319359359,,1 contract(s),1,0.130,no
RSPH,resolved,ARCA,ARCA,319359417,,1 contract(s),1,0.103,no
RSPM,resolved,ARCA,ARCA,319359380,,1 contract(s),1,0.131,no
RSPN,resolved,ARCA,ARCA,319359411,,1 contract(s),1,0.095,no
RSPR,resolved,ARCA,ARCA,319359414,,1 contract(s),1,0.130,no
RSPS,resolved,ARCA,ARCA,319359339,,1 contract(s),1,0.112,no
RSPT,resolved,ARCA,ARCA,319359399,,1 contract(s),1,0.144,no
RSPU,resolved,ARCA,ARCA,319359445,,1 contract(s),1,0.108,no
RSPY,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
RSSB,resolved,BATS,BATS,669472149,,1 contract(s),1,0.150,no
RSSE,resolved,ARCA,ARCA,730258831,,1 contract(s),1,0.147,no
RSSL,resolved,ARCA,ARCA,707673302,,1 contract(s),1,0.108,no
RSST,resolved,BATS,BATS,652545027,,1 contract(s),1,0.139,no
RTAI,resolved,BATS,BATS,451304649,,1 contract(s),1,0.142,no
RTH,resolved,NASDAQ,NASDAQ,228790027,,1 contract(s),1,0.092,no
RTL,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.010,no
RTM,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.004,no
RTXG,resolved,NASDAQ,NASDAQ,789863518,,1 contract(s),1,0.143,no
RTYY,resolved,NASDAQ,NASDAQ,835875728,,1 contract(s),1,0.146,no
RUFF,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
RULE,resolved,BATS,BATS,524517581,,1 contract(s),1,0.102,no
RUNN,resolved,NASDAQ,NASDAQ,635449249,,1 contract(s),1,0.143,no
RVER,resolved,ARCA,ARCA,694721861,,1 contract(s),1,0.103,no
RVNL,resolved,NASDAQ,NASDAQ,779046508,,1 contract(s),1,0.105,no
RVNU,resolved,ARCA,ARCA,128835006,,1 contract(s),1,0.230,no
RVRB,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.010,no
RW,resolved,ARCA,ARCA,792060604,,1 contract(s),1,0.104,no
RWEM,resolved,ARCA,ARCA,532829460,,1 contract(s),1,0.196,no
RWJ,resolved,ARCA,ARCA,368312555,,1 contract(s),1,0.180,no
RWK,resolved,ARCA,ARCA,368312530,,1 contract(s),1,0.173,no
RWL,resolved,ARCA,ARCA,368312545,,1 contract(s),1,0.132,no
RWLC,resolved,ARCA,ARCA,532829467,,1 contract(s),1,0.150,no
RWM,resolved,ARCA,ARCA,193461280,,1 contract(s),1,0.100,no
RWO,resolved,ARCA,ARCA,51141881,,1 contract(s),1,0.141,no
RWR,resolved,ARCA,ARCA,45540813,,1 contract(s),1,0.138,no
RWX,resolved,ARCA,ARCA,45540852,,1 contract(s),1,0.121,no
RXD,resolved,ARCA,ARCA,882360116,,1 contract(s),1,0.128,no
RXI,resolved,ARCA,ARCA,40784268,,1 contract(s),1,0.117,no
RXL,resolved,ARCA,ARCA,42808845,,1 contract(s),1,0.094,no
RYE,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
RYF,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
RYH,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
RYJ,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.009,no
RYLD,resolved,ARCA,ARCA,361439195,,1 contract(s),1,0.130,no
RYLG,resolved,ARCA,ARCA,589552749,,1 contract(s),1,0.134,no
RYT,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.009,no
RYU,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.002,no
RZG,resolved,ARCA,ARCA,319359455,,1 contract(s),1,0.090,no
RZV,resolved,ARCA,ARCA,319359459,,1 contract(s),1,0.093,no
SAA,resolved,ARCA,ARCA,42751760,,1 contract(s),1,0.112,no
SAEF,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
SAGP,resolved,ARCA,ARCA,540342475,,1 contract(s),1,0.099,no
SAMM,resolved,ARCA,ARCA,694990720,,1 contract(s),1,0.112,no
SAMT,resolved,ARCA,ARCA,540342478,,1 contract(s),1,0.111,no
SAPH,resolved,ARCA,ARCA,752451966,,1 contract(s),1,0.113,no
SARK,resolved,NASDAQ,NASDAQ,744659459,,1 contract(s),1,0.130,no
SATO,resolved,BATS,BATS,519322274,,1 contract(s),1,0.147,no
SAVN,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
SAWG,resolved,ARCA,ARCA,719474007,,1 contract(s),1,0.179,no
SAWS,resolved,ARCA,ARCA,719474008,,1 contract(s),1,0.187,no
SBAR,resolved,ARCA,ARCA,777177619,,1 contract(s),1,0.174,no
SBB,resolved,ARCA,ARCA,882360123,,1 contract(s),1,0.212,no
SBIL,resolved,ARCA,ARCA,798837433,,1 contract(s),1,0.205,no
SBIO,resolved,ARCA,ARCA,178813576,,1 contract(s),1,0.153,no
SBIT,resolved,ARCA,ARCA,788426888,,1 contract(s),1,0.180,no
SBND,resolved,ARCA,ARCA,516097348,,1 contract(s),1,0.124,no
SBU,resolved,NASDAQ,NASDAQ,831425873,,1 contract(s),1,0.111,no
SCAP,resolved,ARCA,ARCA,671100109,,1 contract(s),1,0.148,no
SCC,resolved,ARCA,ARCA,788427529,,1 contract(s),1,0.109,no
SCCR,resolved,ARCA,ARCA,759148401,,1 contract(s),1,0.104,no
SCDL,resolved,ARCA,ARCA,469724280,,1 contract(s),1,0.113,no
SCDS,resolved,NASDAQ,NASDAQ,721315847,,1 contract(s),1,0.147,no
SCEC,resolved,BATS,BATS,768187102,,1 contract(s),1,0.144,no
SCHA,resolved,ARCA,ARCA,70083661,,1 contract(s),1,0.094,no
SCHB,resolved,ARCA,ARCA,70083650,,1 contract(s),1,0.148,no
SCHC,resolved,ARCA,ARCA,71714776,,1 contract(s),1,0.128,no
SCHD,resolved,ARCA,ARCA,96079912,,1 contract(s),1,0.141,no
SCHE,resolved,ARCA,ARCA,71715076,,1 contract(s),1,0.127,no
SCHF,resolved,ARCA,ARCA,70083656,,1 contract(s),1,0.091,no
SCHG,resolved,ARCA,ARCA,70905158,,1 contract(s),1,0.102,no
SCHH,resolved,ARCA,ARCA,82817278,,1 contract(s),1,0.133,no
SCHI,resolved,ARCA,ARCA,386752910,,1 contract(s),1,0.098,no
SCHJ,resolved,ARCA,ARCA,386752907,,1 contract(s),1,0.150,no
SCHK,resolved,ARCA,ARCA,292080780,,1 contract(s),1,0.096,no
SCHM,resolved,ARCA,ARCA,82817275,,1 contract(s),1,0.099,no
SCHO,resolved,ARCA,ARCA,77763094,,1 contract(s),1,0.102,no
SCHP,resolved,ARCA,ARCA,77763097,,1 contract(s),1,0.100,no
SCHQ,resolved,ARCA,ARCA,386752912,,1 contract(s),1,0.153,no
SCHR,resolved,ARCA,ARCA,77763100,,1 contract(s),1,0.104,no
SCHV,resolved,ARCA,ARCA,70905155,,1 contract(s),1,0.128,no
SCHX,resolved,ARCA,ARCA,70083655,,1 contract(s),1,0.105,no
SCHY,resolved,ARCA,ARCA,484596181,,1 contract(s),1,0.148,no
SCHZ,resolved,ARCA,ARCA,90832064,,1 contract(s),1,0.103,no
SCIO,resolved,ARCA,ARCA,687083710,,1 contract(s),1,0.107,no
SCJ,resolved,ARCA,ARCA,47671843,,1 contract(s),1,0.131,no
SCLS,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
SCMB,resolved,ARCA,ARCA,590692584,,1 contract(s),1,0.144,no
SCO,resolved,ARCA,ARCA,882359986,,1 contract(s),1,0.102,no
SCUS,resolved,ARCA,ARCA,721996416,,1 contract(s),1,0.189,no
SCYB,resolved,ARCA,ARCA,641561653,,1 contract(s),1,0.159,no
SCZ,resolved,NASDAQ,NASDAQ,47605485,,1 contract(s),1,0.087,no
SDCI,resolved,ARCA,ARCA,316544427,,1 contract(s),1,0.083,no
SDCP,resolved,ARCA,ARCA,665794383,,1 contract(s),1,0.100,no
SDD,resolved,ARCA,ARCA,490791485,,1 contract(s),1,0.084,no
SDEF,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
SDEI,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.002,no
SDEM,resolved,ARCA,ARCA,601255726,,1 contract(s),1,0.132,no
SDFI,resolved,ARCA,ARCA,708404969,,1 contract(s),1,0.107,no
SDG,resolved,NASDAQ,NASDAQ,230950009,,1 contract(s),1,0.123,no
SDGA,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.004,no
SDIV,resolved,ARCA,ARCA,604409899,,1 contract(s),1,0.116,no
SDOG,resolved,ARCA,ARCA,110091541,,1 contract(s),1,0.083,no
SDOW,resolved,ARCA,ARCA,738523398,,1 contract(s),1,0.147,no
SDP,resolved,ARCA,ARCA,882360521,,1 contract(s),1,0.138,no
SDS,resolved,ARCA,ARCA,828937764,,1 contract(s),1,0.122,no
SDSI,resolved,NASDAQ,NASDAQ,591000342,,1 contract(s),1,0.110,no
SDTY,resolved,NASDAQ,NASDAQ,759556501,,1 contract(s),1,0.210,no
SDVY,resolved,NASDAQ,NASDAQ,294729601,,1 contract(s),1,0.171,no
SDY,resolved,ARCA,ARCA,45540807,,1 contract(s),1,0.111,no
SEA,resolved,ARCA,ARCA,539070022,,1 contract(s),1,0.137,no
SECR,resolved,ARCA,ARCA,706746175,,1 contract(s),1,0.109,no
SECT,resolved,BATS,BATS,288231307,,1 contract(s),1,0.149,no
SEF,resolved,ARCA,ARCA,738524646,,1 contract(s),1,0.103,no
SEIM,resolved,BATS,BATS,562605458,,1 contract(s),1,0.152,no
SEIQ,resolved,BATS,BATS,562605464,,1 contract(s),1,0.147,no
SEIV,resolved,BATS,BATS,562605469,,1 contract(s),1,0.147,no
SEIX,resolved,ARCA,ARCA,362313847,,1 contract(s),1,0.102,no
SELV,resolved,BATS,BATS,562605463,,1 contract(s),1,0.141,no
SEMG,resolved,ARCA,ARCA,783559807,,1 contract(s),1,0.114,no
SEMI,resolved,ARCA,ARCA,553616137,,1 contract(s),1,0.106,no
SEMY,resolved,NASDAQ,NASDAQ,831857273,,1 contract(s),1,0.148,no
SENT,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.004,no
SEPI,resolved,ARCA,ARCA,812201765,,1 contract(s),1,0.104,no
SEPT,resolved,BATS,BATS,651420091,,1 contract(s),1,0.144,no
SEPW,resolved,BATS,BATS,651420094,,1 contract(s),1,0.204,no
SEPZ,resolved,BATS,BATS,805705235,,1 contract(s),1,0.187,no
SETH,resolved,ARCA,ARCA,828937774,,1 contract(s),1,0.129,no
SETM,resolved,NASDAQ,NASDAQ,611584552,,1 contract(s),1,0.104,no
SFGV,resolved,ARCA,ARCA,677915242,,1 contract(s),1,0.102,no
SFIG,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
SFLO,resolved,NASDAQ,NASDAQ,673829596,,1 contract(s),1,0.145,no
SFLR,resolved,ARCA,ARCA,596373614,,1 contract(s),1,0.143,no
SFY,resolved,ARCA,ARCA,730640115,,1 contract(s),1,0.105,no
SFYF,resolved,ARCA,ARCA,365214630,,1 contract(s),1,0.148,no
SFYX,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
SGDJ,resolved,ARCA,ARCA,374674774,,1 contract(s),1,0.146,no
SGDM,resolved,ARCA,ARCA,374674771,,1 contract(s),1,0.130,no
SGG,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
SGLC,resolved,ARCA,ARCA,633584569,,1 contract(s),1,0.104,no
SGOL,resolved,ARCA,ARCA,334909238,,1 contract(s),1,0.144,no
SGOV,resolved,NYSE,NYSE,424099317,,1 contract(s),1,0.221,no
SGRT,resolved,ARCA,ARCA,808311612,,1 contract(s),1,0.149,no
SH,resolved,ARCA,ARCA,738523410,,1 contract(s),1,0.144,no
SHAG,resolved,BATS,BATS,276343976,,1 contract(s),1,0.107,no
SHDG,resolved,BATS,BATS,656379411,,1 contract(s),1,0.149,no
SHE,resolved,ARCA,ARCA,225021072,,1 contract(s),1,0.159,no
SHEH,resolved,ARCA,ARCA,733485892,,1 contract(s),1,0.168,no
SHLD,resolved,ARCA,ARCA,653579427,,1 contract(s),1,0.190,no
SHM,resolved,ARCA,ARCA,225020110,,1 contract(s),1,0.091,no
SHNY,resolved,ARCA,ARCA,615339368,,1 contract(s),1,0.110,no
SHOC,resolved,NYSE,NYSE,589896907,,1 contract(s),1,0.104,no
SHPP,resolved,ARCA,ARCA,566205809,,1 contract(s),1,0.148,no
SHRT,resolved,ARCA,ARCA,663911275,,1 contract(s),1,0.108,no
SHRY,resolved,NASDAQ,NASDAQ,280262324,,1 contract(s),1,0.105,no
SHUS,resolved,ARCA,ARCA,732636174,,1 contract(s),1,0.100,no
SHV,resolved,NYSE,NYSE,42454579,,1 contract(s),1,0.136,no
SHY,resolved,NASDAQ,NASDAQ,15547851,,1 contract(s),1,0.146,no
SHYD,resolved,BATS,BATS,229726268,,1 contract(s),1,0.144,no
SHYG,resolved,ARCA,ARCA,136374385,,1 contract(s),1,0.145,no
SHYL,resolved,ARCA,ARCA,302202057,,1 contract(s),1,0.134,no
SHYM,resolved,BATS,BATS,477170788,,1 contract(s),1,0.150,no
SIFI,resolved,ARCA,ARCA,514485000,,1 contract(s),1,0.102,no
SIHY,resolved,ARCA,ARCA,514484999,,1 contract(s),1,0.110,no
SIJ,resolved,ARCA,ARCA,882360126,,1 contract(s),1,0.131,no
SIL,resolved,ARCA,ARCA,211651690,,1 contract(s),1,0.146,no
SILJ,resolved,ARCA,ARCA,680887855,,1 contract(s),1,0.103,no
SILX,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.004,no
SIMS,resolved,ARCA,ARCA,301004572,,1 contract(s),1,0.113,no
SIO,resolved,ARCA,ARCA,575790771,,1 contract(s),1,0.108,no
SIVR,resolved,ARCA,ARCA,334909235,,1 contract(s),1,0.143,no
SIXA,resolved,ARCA,ARCA,421393595,,1 contract(s),1,0.145,no
SIXD,resolved,BATS,BATS,707142425,,1 contract(s),1,0.145,no
SIXF,resolved,BATS,BATS,681352390,,1 contract(s),1,0.148,no
SIXG,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
SIXH,resolved,ARCA,ARCA,421393588,,1 contract(s),1,0.160,no
SIXJ,resolved,BATS,BATS,535920867,,1 contract(s),1,0.146,no
SIXL,resolved,ARCA,ARCA,421390569,,1 contract(s),1,0.102,no
SIXO,resolved,BATS,BATS,518304425,,1 contract(s),1,0.149,no
SIXP,resolved,BATS,BATS,687492722,,1 contract(s),1,0.141,no
SIXS,resolved,ARCA,ARCA,421393598,,1 contract(s),1,0.104,no
SIXZ,resolved,BATS,BATS,700321445,,1 contract(s),1,0.148,no
SIZE,resolved,ARCA,ARCA,125903837,,1 contract(s),1,0.094,no
SJB,resolved,ARCA,ARCA,86042053,,1 contract(s),1,0.145,no
SJCP,resolved,NASDAQ,NASDAQ,727817089,,1 contract(s),1,0.105,no
SJLD,resolved,NASDAQ,NASDAQ,727817046,,1 contract(s),1,0.100,no
SJNK,resolved,ARCA,ARCA,104158269,,1 contract(s),1,0.129,no
SKF,resolved,ARCA,ARCA,738524025,,1 contract(s),1,0.128,no
SKK,resolved,NASDAQ,NASDAQ,870514669,,1 contract(s),1,0.108,no
SKOR,resolved,NASDAQ,NASDAQ,173505240,,1 contract(s),1,0.104,no
SKRE,resolved,NASDAQ,NASDAQ,675773447,,1 contract(s),1,0.126,no
SKYU,resolved,NASDAQ,NASDAQ,466888853,,1 contract(s),1,0.126,no
SKYY,resolved,NASDAQ,NASDAQ,90617252,,1 contract(s),1,0.143,no
SLDR,resolved,ARCA,ARCA,727529177,,1 contract(s),1,0.142,no
SLJY,resolved,ARCA,ARCA,807650304,,1 contract(s),1,0.104,no
SLNZ,resolved,NYSE,NYSE,742459278,,1 contract(s),1,0.323,no
SLON,resolved,ARCA,ARCA,882359980,,1 contract(s),1,0.504,no
SLQD,resolved,NASDAQ,NASDAQ,136374388,,1 contract(s),1,0.393,no
SLTY,resolved,ARCA,ARCA,808625137,,1 contract(s),1,0.241,no
SLV,resolved,ARCA,ARCA,39039301,,1 contract(s),1,0.132,no
SLVO,resolved,NASDAQ,NASDAQ,588188244,,1 contract(s),1,0.109,no
SLVP,resolved,BATS,BATS,101795139,,1 contract(s),1,0.104,no
SLVR,resolved,NASDAQ,NASDAQ,754321087,,1 contract(s),1,0.131,no
SLX,resolved,ARCA,ARCA,229726273,,1 contract(s),1,0.148,no
